# DELTABLAST 2.8.1+
# Query: sp|Q03963|E2AK2_MOUSE Interferon-induced, double-stranded RNA-activated protein kinase OS=Mus musculus OX=10090 GN=Eif2ak2 PE=1 SV=2
# RID: A8WZNBHG015
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1244 hits found
sp|Q03963|E2AK2_MOUSE	XP_006523926.1	100.000	515	0	0	1	515	15	529	0.0	1022
sp|Q03963|E2AK2_MOUSE	NP_035293.1	100.000	515	0	0	1	515	1	515	0.0	1016
sp|Q03963|E2AK2_MOUSE	AAA39885.1	99.417	515	3	0	1	515	1	515	0.0	1011
sp|Q03963|E2AK2_MOUSE	AAH16422.1	99.417	515	3	0	1	515	1	515	0.0	1008
sp|Q03963|E2AK2_MOUSE	AAA40150.1	98.830	513	6	0	1	513	1	513	0.0	1001
sp|Q03963|E2AK2_MOUSE	XP_021073846.1	88.372	516	59	1	1	515	1	516	0.0	861
sp|Q03963|E2AK2_MOUSE	XP_021041470.1	86.214	515	27	1	1	515	1	471	0.0	819
sp|Q03963|E2AK2_MOUSE	XP_008762647.1	76.108	519	114	6	1	515	21	533	0.0	733
sp|Q03963|E2AK2_MOUSE	XP_008762648.1	76.108	519	114	6	1	515	1	513	0.0	731
sp|Q03963|E2AK2_MOUSE	NP_062208.1	76.108	519	114	6	1	515	1	513	0.0	731
sp|Q03963|E2AK2_MOUSE	XP_021517194.1	70.398	527	142	5	1	515	1	525	0.0	688
sp|Q03963|E2AK2_MOUSE	AZJ51076.1	68.053	529	151	5	1	514	1	526	0.0	664
sp|Q03963|E2AK2_MOUSE	NP_001268874.1	69.565	529	143	7	1	514	1	526	0.0	662
sp|Q03963|E2AK2_MOUSE	ERE68138.1	68.620	529	148	5	1	514	1	526	0.0	649
sp|Q03963|E2AK2_MOUSE	AZJ51077.1	68.431	529	149	7	1	514	1	526	0.0	649
sp|Q03963|E2AK2_MOUSE	NP_001315037.1	68.242	529	150	5	1	514	1	526	0.0	648
sp|Q03963|E2AK2_MOUSE	NP_001268875.1	68.665	517	114	8	1	514	1	472	0.0	643
sp|Q03963|E2AK2_MOUSE	XP_020022731.1	60.370	540	187	7	1	515	1	538	0.0	583
sp|Q03963|E2AK2_MOUSE	XP_008820820.1	60.600	533	183	7	5	515	6	533	0.0	575
sp|Q03963|E2AK2_MOUSE	XP_017650958.1	60.600	533	182	8	5	515	6	532	0.0	572
sp|Q03963|E2AK2_MOUSE	ACI31221.1	56.498	554	200	9	1	515	1	552	0.0	564
sp|Q03963|E2AK2_MOUSE	ACI31218.1	57.428	552	196	9	1	515	1	550	0.0	561
sp|Q03963|E2AK2_MOUSE	AAV32090.1	57.609	552	195	9	1	515	1	550	0.0	561
sp|Q03963|E2AK2_MOUSE	XP_012509332.1	56.522	552	198	8	1	514	23	570	0.0	561
sp|Q03963|E2AK2_MOUSE	XP_012509333.1	56.522	552	198	8	1	514	1	548	0.0	560
sp|Q03963|E2AK2_MOUSE	AHF55749.1	57.428	552	196	9	1	515	1	550	0.0	560
sp|Q03963|E2AK2_MOUSE	AHF55748.1	57.428	552	196	9	1	515	1	550	0.0	560
sp|Q03963|E2AK2_MOUSE	ACI31212.1	57.246	552	197	9	1	515	1	550	0.0	559
sp|Q03963|E2AK2_MOUSE	XP_007969136.1	57.246	552	197	9	1	515	1	550	0.0	559
sp|Q03963|E2AK2_MOUSE	ACI31227.1	56.937	555	194	9	1	515	1	550	0.0	555
sp|Q03963|E2AK2_MOUSE	ACI31224.1	57.220	554	196	9	1	515	1	552	0.0	553
sp|Q03963|E2AK2_MOUSE	XP_024098366.1	58.288	549	192	8	1	515	1	546	0.0	553
sp|Q03963|E2AK2_MOUSE	XP_024098362.1	57.866	553	193	8	1	515	1	551	0.0	552
sp|Q03963|E2AK2_MOUSE	XP_018876138.1	58.228	553	191	9	1	515	1	551	0.0	550
sp|Q03963|E2AK2_MOUSE	ACI31226.1	56.036	555	199	10	1	515	1	550	0.0	549
sp|Q03963|E2AK2_MOUSE	XP_010371438.1	56.058	553	202	9	1	515	1	550	0.0	549
sp|Q03963|E2AK2_MOUSE	NP_001266614.1	58.047	553	192	9	1	515	1	551	0.0	548
sp|Q03963|E2AK2_MOUSE	XP_023072111.2	56.341	552	202	8	1	515	1	550	0.0	547
sp|Q03963|E2AK2_MOUSE	XP_023072112.2	56.983	537	207	6	1	515	1	535	0.0	547
sp|Q03963|E2AK2_MOUSE	XP_014199275.1	57.324	553	197	8	1	515	35	586	0.0	545
sp|Q03963|E2AK2_MOUSE	XP_008587933.1	57.143	553	196	9	1	514	45	595	0.0	545
sp|Q03963|E2AK2_MOUSE	XP_004839354.1	55.659	539	201	8	6	515	7	536	0.0	545
sp|Q03963|E2AK2_MOUSE	AAX42635.1	57.866	553	193	9	1	515	1	551	0.0	544
sp|Q03963|E2AK2_MOUSE	NP_001267039.1	56.703	552	199	8	1	514	1	550	0.0	544
sp|Q03963|E2AK2_MOUSE	AAX36685.1	57.866	553	193	9	1	515	1	551	0.0	543
sp|Q03963|E2AK2_MOUSE	AAX36216.1	57.866	553	193	9	1	515	1	551	0.0	543
sp|Q03963|E2AK2_MOUSE	NP_002750.1	57.866	553	193	9	1	515	1	551	0.0	543
sp|Q03963|E2AK2_MOUSE	NP_001138509.1	57.324	553	197	8	1	515	1	552	0.0	543
sp|Q03963|E2AK2_MOUSE	XP_015335253.1	57.037	540	190	10	7	514	8	537	0.0	543
sp|Q03963|E2AK2_MOUSE	SJL87857.1	57.685	553	194	9	1	515	1	551	0.0	543
sp|Q03963|E2AK2_MOUSE	SJL87854.1	57.685	553	194	9	1	515	1	551	0.0	541
sp|Q03963|E2AK2_MOUSE	XP_026261658.1	56.960	546	193	10	1	514	1	536	0.0	541
sp|Q03963|E2AK2_MOUSE	SJL87851.1	57.505	553	195	9	1	515	1	551	0.0	541
sp|Q03963|E2AK2_MOUSE	XP_017802922.1	55.091	550	202	9	5	515	6	549	0.0	541
sp|Q03963|E2AK2_MOUSE	AAF13156.1	57.143	553	197	9	1	515	1	551	0.0	540
sp|Q03963|E2AK2_MOUSE	ACI31229.1	56.341	552	201	8	1	514	1	550	0.0	540
sp|Q03963|E2AK2_MOUSE	ACI31225.1	55.315	555	203	10	1	515	1	550	0.0	539
sp|Q03963|E2AK2_MOUSE	XP_027789212.1	56.618	544	194	10	3	514	4	537	0.0	539
sp|Q03963|E2AK2_MOUSE	XP_003908560.3	54.775	555	201	9	5	515	6	554	0.0	539
sp|Q03963|E2AK2_MOUSE	XP_011823022.1	54.909	550	203	10	5	515	25	568	0.0	538
sp|Q03963|E2AK2_MOUSE	ACI31222.1	56.752	548	197	8	5	514	6	551	0.0	538
sp|Q03963|E2AK2_MOUSE	XP_011940495.1	54.662	547	209	8	5	515	6	549	0.0	538
sp|Q03963|E2AK2_MOUSE	NP_001292905.1	54.775	555	201	10	5	515	6	554	0.0	537
sp|Q03963|E2AK2_MOUSE	XP_010609707.1	56.203	532	208	9	6	515	7	535	0.0	537
sp|Q03963|E2AK2_MOUSE	XP_011940494.1	54.348	552	208	8	5	515	6	554	0.0	536
sp|Q03963|E2AK2_MOUSE	XP_005336605.1	56.481	540	193	10	7	514	8	537	0.0	535
sp|Q03963|E2AK2_MOUSE	ACI31228.1	55.797	552	204	8	1	514	1	550	0.0	535
sp|Q03963|E2AK2_MOUSE	EHB14592.1	56.121	531	200	9	6	515	7	525	0.0	535
sp|Q03963|E2AK2_MOUSE	ACI31223.1	55.495	555	203	11	1	515	1	551	0.0	532
sp|Q03963|E2AK2_MOUSE	AAI43231.1	57.324	553	191	10	1	515	1	546	0.0	531
sp|Q03963|E2AK2_MOUSE	XP_010965955.1	57.611	519	208	6	5	514	6	521	0.0	530
sp|Q03963|E2AK2_MOUSE	VFV46604.1	54.613	542	207	10	6	515	7	541	0.0	529
sp|Q03963|E2AK2_MOUSE	XP_017819902.1	56.781	553	198	10	1	514	1	551	0.0	528
sp|Q03963|E2AK2_MOUSE	XP_023107725.1	54.444	540	211	8	6	515	7	541	0.0	528
sp|Q03963|E2AK2_MOUSE	XP_013373084.1	55.955	529	210	9	5	514	6	530	0.0	527
sp|Q03963|E2AK2_MOUSE	XP_026889360.1	54.259	540	212	8	6	515	7	541	3.99e-180	526
sp|Q03963|E2AK2_MOUSE	ALS03806.1	54.430	553	206	8	1	514	1	546	4.89e-180	526
sp|Q03963|E2AK2_MOUSE	XP_006215625.1	55.722	533	214	8	1	514	1	530	8.92e-180	525
sp|Q03963|E2AK2_MOUSE	XP_006192853.1	55.871	528	212	7	5	514	6	530	1.16e-179	525
sp|Q03963|E2AK2_MOUSE	XP_012643890.1	54.348	552	207	9	1	511	26	573	1.34e-179	526
sp|Q03963|E2AK2_MOUSE	XP_012643892.1	54.348	552	207	9	1	511	1	548	2.54e-179	525
sp|Q03963|E2AK2_MOUSE	XP_012643889.1	54.265	551	208	9	1	511	30	576	2.93e-179	525
sp|Q03963|E2AK2_MOUSE	RLQ62615.1	67.426	439	115	5	77	514	19	430	3.44e-179	519
sp|Q03963|E2AK2_MOUSE	XP_019302928.1	54.244	542	209	10	6	515	7	541	3.85e-179	523
sp|Q03963|E2AK2_MOUSE	XP_012643888.1	54.348	552	207	9	1	511	30	577	5.58e-179	525
sp|Q03963|E2AK2_MOUSE	NP_001075682.1	54.069	553	208	8	1	514	1	546	9.47e-179	523
sp|Q03963|E2AK2_MOUSE	NP_999484.1	54.159	541	218	7	1	515	1	537	1.58e-178	522
sp|Q03963|E2AK2_MOUSE	XP_019683233.1	54.159	541	212	9	6	515	7	542	2.20e-178	521
sp|Q03963|E2AK2_MOUSE	ACM16036.1	55.717	551	202	9	1	511	1	549	3.15e-178	521
sp|Q03963|E2AK2_MOUSE	XP_026889357.1	53.974	541	213	9	6	515	7	542	8.50e-178	520
sp|Q03963|E2AK2_MOUSE	XP_025783107.1	53.974	541	213	9	6	515	7	542	1.01e-177	520
sp|Q03963|E2AK2_MOUSE	XP_024609244.1	55.307	537	215	8	1	515	1	534	4.55e-177	518
sp|Q03963|E2AK2_MOUSE	XP_019302925.1	53.959	543	210	11	6	515	7	542	9.23e-177	517
sp|Q03963|E2AK2_MOUSE	XP_023372448.1	56.239	553	197	13	1	515	1	546	1.08e-176	517
sp|Q03963|E2AK2_MOUSE	XP_017390384.1	56.080	551	198	8	5	514	6	553	1.28e-176	518
